TTRDR,TARBN,TKMKT,TKTIN,TKICC,TKIC2,TKIC3,TKMDT,TKCSP,TKSFX,TTRDT,TTRNO,TTRNP,TCTPR,TMKDP,TMKPR,TCNSS,TTRNA,TCTAM,TCMAM,TCCAM,TSTAM,TTCOM,TCMOR,TCMOV,TNAME,TCRVI,TPSIN,TCACT,TSPCD,TSTDT,TDBEI,TPRIN,TAINT,TFLAM,TCFLM,TMTNO,TRTID,TRMIL,TRPOL,TTBAM,TCOMC,TTTOC,TSAMT,TDOVR,TVERF,TTIME,TDATE,TJIOF,TFSOD,TFADJ,TCLAM,TWICF,TDACT,TVUSR,TBDSF,TUSER,TPOCG,TPODT,TPONO,TPOFA,TUPNO,TMHIN,TBACT,TSPNO,TACAM,TFTCH,TDYLD,TFMAM,TFACM,TCLFG,TGTID,TSGAC,TCLST,TASDT,TBAOV,TCCNS,TPIOV,TTFEE,TSCOR,TSCOV,TTSCR,TNCFF,TMSFF,TCHSC,TPOOL,TCFDL,TFDAD,TCLDM,TFDSD,TCMIN,TDVDT,TTNSC,TSECC,TSTCC,TEXRT,TVLDT,TNIOF,TPWFG,TIDFG,TENCD,TDPCD,TPOFM,TWIDP,TETID,TTBXF,TEDFG,TKCUR,TSTSC,TSERF,TPAOF,TBERT,TDFBC,TTMMF,TAMCD,TTASP,TTCEF,TGRPA,TLSML,TTFE2,TTFE3,TTFE4,TPAZP,TMBDA,TCNTA,TCNFA,TCNCA,TCNSA,TCNFM,TXPTP,TBLOT,TRPMR,TRMRD,TRZMD,TRMPR,TSLTY,TMKUP,TAUES,TSCUC,TMKPH,TAUEI,THANM,TTGCA,TTGMF,TTDRG,TOLNK,TOLNO,TZSTF,TLTAM,TFLRC,TPMOD,TACBC,TPYAC,TSDOF,TECRT,TEFCR,TSFKG,TCFCM,TDFCM,TCYLD,TFPAZ,TCHOD,TCHOV,TTXB1,TTXB2,TOASD,TOAOP,TOAPR,TPROA,TOAFA,TOAYL,TTPPY,TBPPY,TCHCK,TPTRD,THRID,TXDAI,TESPC,TGPSI,TEXTS,TPDFL,TFMDA,TEFPV,TEFBV,TPFBV,TLBYF,TLTPR,TLOPL,TAVDT,TLAAD,TDPCN,TAPCN,TADAM,TCMSF,TBTC1,TBTC2,TBTC3,TSHFG,TMDCF,TINCD,TCDCO,TSSDT,TSSPR,TSXDT,TSXPR,TOSTD,TORPL,TPYLD,TPYLT,TYCDT,TPZDT,TWAVP,TREOF,TTAPP,TMCOG,TCNST,TFDTF,TPTPF,TSSTP,TSXTP,TTAZP,TSSTD,TSXTD,TSPRC,TCNFY,TSARD,TSAPR,TSART,TDORI,TDOSI,TSBTY,TEID2,TOBMP,TCLCN,TDVRF,TSYTF,TSBOA,TDRID,TCSDT,TLITI,TLIRC,TPOCM,TTAAM,TNNER,TOFRD,TOFCD,TCDEP,TSYNI,TTRD2,TEEXR,TROFB,TSLVC,TEHMS,TORDT,TORPR,TORLD,TORTI,TIEDC,TBCEF,TPBCS,TEQFG,TSPRN,TSAIN,TPICO,TSBID,TSRSP,TRFRT,TMBTT,TTRRT,TPIMR,TCNYL,TMPOL,TTLCI,TFLTD,TTMCY,TCAPF,TCDPI,TTRPP,TCTME,TCDTE,TRERC,TSMMY,TBDPO,TBDPR,TBDAI,TEMPI,TCHCT,TSRCE,TPBPD,TCTWH,TTAXT,TEXVN,TPRTD,TPPAI,TCPID,TINRT,TAPIN,TCKDA,TCKTM,TCKUS,TSCTT,TOATD,TTPNC,TTNIN,TTNAT,TTNGL,TTNGS,TTNGT,TSRTO,TSPRI,TEPRI,TTPAM,THIOF,TAMPI,TPNLI,TBGFD
DBA1,0,5,MBS,FNCI,0,8Y5YA8,20300101,0,8Y5YA8 ,20160715,304, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,FNCI   2.0     01/01/30 AX4304 ,   ,S,FF87720     ,   ,20160712, ,8123272.29,5515.8,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152139,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.90258581,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715301, ,0,10,10, , ,100,            , , ,0, ,CHLAAUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,2, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.90258581,0,        ,20300101,20300101,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:39,        ,            ,            , , , ,            , ,8123272.29,5515.8, ,                    ,0,0, ,  , ,            ,0.90258581, , ,S,0,0, ,15.21.39,20160715, ,0,0.90258581,8123272.29,5515.8,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,MBS,FNCI,0,8Y5YA8,20300101,0,8Y5YA8 ,20160715,305, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,FNCI   2.0     01/01/30 AX4304 ,   ,S,NN78080     ,   ,20160712, ,8123272.29,5515.8,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152139,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.90258581,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715302, ,0,10,10, , ,100,            , , ,0, ,CQULCUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,2, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.90258581,0,        ,20300101,20300101,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:39,        ,            ,            , , , ,            , ,8123272.29,5515.8, ,                    ,0,0, ,  , ,            ,0.90258581, , ,S,0,0, ,15.21.39,20160715, ,0,0.90258581,8123272.29,5515.8,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,MBS,FNCI,0,8Y5YA8,20300101,0,8Y5YA8 ,20160715,306, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,FNCI   2.0     01/01/30 AX4304 ,   ,S,JJ72500     ,   ,20160712, ,8123272.29,5515.8,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152139,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.90258581,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715303, ,0,10,10, , ,100,            , , ,0, ,CSBAFUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,2, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.90258581,0,        ,20300101,20300101,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:39,        ,            ,            , , , ,            , ,8123272.29,5515.8, ,                    ,0,0, ,  , ,            ,0.90258581, , ,S,0,0, ,15.21.39,20160715, ,0,0.90258581,8123272.29,5515.8,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,MBS,FNCI,0,8Y5YA8,20300101,0,8Y5YA8 ,20160715,307, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,FNCI   2.0     01/01/30 AX4304 ,   ,S,NN11990     ,   ,20160712, ,8123272.29,5515.8,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152139,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.90258581,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715304, ,0,10,10, , ,100,            , , ,0, ,FKGTCUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,2, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.90258581,0,        ,20300101,20300101,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:39,        ,            ,            , , , ,            , ,8123272.29,5515.8, ,                    ,0,0, ,  , ,            ,0.90258581, , ,S,0,0, ,15.21.39,20160715, ,0,0.90258581,8123272.29,5515.8,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,CMO,CMOV,      ,      ,20240716,0,7H0DD2 ,20160715,308, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,CMOV           07/16/24        ,   ,P,9999990,   ,20160712, ,944766.72,2401.65,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152139,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.10497408,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715305, ,0,10,10, , ,100,            , , ,0, ,WBUH60      ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,7.4875, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.10497408,0,        ,20240716,20240716,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:39,        ,            ,            , , , ,            , ,944766.72,2401.65, ,                    ,0,0, ,  , ,            ,0.10497408, , , ,0,0, ,15.21.39,20160715, ,0,0.10497408,944766.72,2401.65,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,CMO,CMOV,      ,      ,20240716,0,7H0DD2 ,20160715,309, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,CMOV           07/16/24        ,   ,P,L005050     ,   ,20160712, ,944766.72,2401.65,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152139,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.10497408,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715306, ,0,10,10, , ,100,            , , ,0, ,BBSUIFR     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,7.4875, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.10497408,0,        ,20240716,20240716,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:39,        ,            ,            , , , ,            , ,944766.72,2401.65, ,                    ,0,0, ,  , ,            ,0.10497408, , , ,0,0, ,15.21.39,20160715, ,0,0.10497408,944766.72,2401.65,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,CMO,CMOV,      ,      ,20240716,0,7H0DD2 ,20160715,310, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,CMOV           07/16/24        ,   ,P,FF22040     ,   ,20160712, ,944766.72,2401.65,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152139,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.10497408,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715307, ,0,10,10, , ,100,            , , ,0, ,BBCBRBR     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,7.4875, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.10497408,0,        ,20240716,20240716,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:39,        ,            ,            , , , ,            , ,944766.72,2401.65, ,                    ,0,0, ,  , ,            ,0.10497408, , , ,0,0, ,15.21.39,20160715, ,0,0.10497408,944766.72,2401.65,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,CMO,CMOV,      ,      ,20240716,0,7H0DD2 ,20160715,311, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,CMOV           07/16/24        ,   ,P,CC35480     ,   ,20160712, ,944766.72,2401.65,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152139,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.10497408,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715308, ,0,10,10, , ,100,            , , ,0, ,BBOFAUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,7.4875, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.10497408,0,        ,20240716,20240716,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:39,        ,            ,            , , , ,            , ,944766.72,2401.65, ,                    ,0,0, ,  , ,            ,0.10497408, , , ,0,0, ,15.21.39,20160715, ,0,0.10497408,944766.72,2401.65,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,CMO,CMOV,      ,      ,20240716,0,7H0DD2 ,20160715,312, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,CMOV           07/16/24        ,   ,P,FF87720     ,   ,20160712, ,944766.72,2401.65,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152139,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.10497408,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715309, ,0,10,10, , ,100,            , , ,0, ,CHLAAUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,7.4875, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.10497408,0,        ,20240716,20240716,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:39,        ,            ,            , , , ,            , ,944766.72,2401.65, ,                    ,0,0, ,  , ,            ,0.10497408, , , ,0,0, ,15.21.39,20160715, ,0,0.10497408,944766.72,2401.65,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,CMO,CMOV,      ,      ,20240716,0,7H0DD2 ,20160715,313, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,CMOV           07/16/24        ,   ,P,NN78080     ,   ,20160712, ,944766.72,2401.65,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152140,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.10497408,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715310, ,0,10,10, , ,100,            , , ,0, ,CQULCUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,7.4875, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.10497408,0,        ,20240716,20240716,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:40,        ,            ,            , , , ,            , ,944766.72,2401.65, ,                    ,0,0, ,  , ,            ,0.10497408, , , ,0,0, ,15.21.40,20160715, ,0,0.10497408,944766.72,2401.65,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,CMO,CMOV,      ,      ,20240716,0,7H0DD2 ,20160715,314, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,CMOV           07/16/24        ,   ,P,JJ72500     ,   ,20160712, ,944766.72,2401.65,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152140,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.10497408,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715311, ,0,10,10, , ,100,            , , ,0, ,CSBAFUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,7.4875, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.10497408,0,        ,20240716,20240716,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:40,        ,            ,            , , , ,            , ,944766.72,2401.65, ,                    ,0,0, ,  , ,            ,0.10497408, , , ,0,0, ,15.21.40,20160715, ,0,0.10497408,944766.72,2401.65,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,CMO,CMOV,      ,      ,20240716,0,7H0DD2 ,20160715,315, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,CMOV           07/16/24        ,   ,P,NN11990     ,   ,20160712, ,944766.72,2401.65,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152140,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.10497408,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715312, ,0,10,10, , ,100,            , , ,0, ,FKGTCUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,7.4875, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.10497408,0,        ,20240716,20240716,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:40,        ,            ,            , , , ,            , ,944766.72,2401.65, ,                    ,0,0, ,  , ,            ,0.10497408, , , ,0,0, ,15.21.40,20160715, ,0,0.10497408,944766.72,2401.65,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,CMO,CMOV,      ,      ,20240716,0,7H0DD2 ,20160715,316, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,CMOV           07/16/24        ,   ,S,9999990,   ,20160712, ,944766.72,2401.65,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152140,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.10497408,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715313, ,0,10,10, , ,100,            , , ,0, ,WBUH60      ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,7.4875, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.10497408,0,        ,20240716,20240716,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:40,        ,            ,            , , , ,            , ,944766.72,2401.65, ,                    ,0,0, ,  , ,            ,0.10497408, , , ,0,0, ,15.21.40,20160715, ,0,0.10497408,944766.72,2401.65,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,CMO,CMOV,      ,      ,20240716,0,7H0DD2 ,20160715,317, 90        P,90,90,90,        ,10,10,10,0,10,0,0, ,CMOV           07/16/24        ,   ,S,L005050     ,   ,20160712, ,944766.72,2401.65,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152140,20160715, ,0,0,0, ,100000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,0.10497408,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715314, ,0,10,10, , ,100,            , , ,0, ,BBSUIFR     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,7.4875, ,0,               ,0,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,100000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,0.10497408,0,        ,20240716,20240716,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:40,        ,            ,            , , , ,            , ,944766.72,2401.65, ,                    ,0,0, ,  , ,            ,0.10497408, , , ,0,0, ,15.21.40,20160715, ,0,0.10497408,944766.72,2401.65,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
